protein_id,amplitude,amplitude_err,tau,tau_err,offset,offset_err,new_half_life,bins,exp_rmse,protein_groups,desc,used_for_analysis,GO,0h_A,05h_A,1h_A,2h_A,4h_A,8h_A,12h_A,0h_B,05h_B,1h_B,2h_B,4h_B,8h_B,12h_B,0h_C,05h_C,1h_C,2h_C,4h_C,8h_C,12h_C
Tb927.10.4320,0.9590333708589532,,10.013365510248876,,1.6331158647631128e-11,,6.900200659599811,9.0,0.034845499070664546,Tb927.10.4320;Tb10.v4.0044,"hypothetical protein, conserved;hypothetical protein, conserved",1,none,0.9364119734146221,0.8987399731666239,0.8950529157456132,0.8259065492222021,0.7054878415373881,0.42282863081086736,0.2592928999821549,0.9154257349239612,0.8824019864405955,0.8929762573515081,0.8190831809977122,0.6768851248089658,0.3858095313564829,0.2386208020518849,0.9247127369767054,0.887898320704485,0.8809573444932547,0.8432334358151763,0.7015488219104518,0.5107983765563734,0.2566951908597323
Tb927.10.4310,0.9245775609872132,0.01985664403675396,7.61452788445937,0.4629427467741711,0.08169686345733873,0.02228656275232967,5.93647454301345,6.0,0.008508605375359841,Tb927.10.4310;Tb10.v4.0045,"prohibitin 2, putative;prohibitin, putative",1,GO:0006508|proteolysis; GO:0001302|replicative cell aging; GO:0070129|regulation of mitochondrial translation; GO:0005739|mitochondrion; GO:0005737|cytoplasm,1.003321131271223,0.9375688369280388,0.8714910749234239,0.7778491083676269,0.6212155866308926,0.39382979775879456,0.2821988754235935,1.009658471101184,0.9747285738451242,0.9174199356443774,0.7995882024289117,0.632755066781846,0.4194710910786447,0.2742178512456679,0.979394976148173,0.9725530204040608,0.9027664399092972,0.8172251987440711,0.5917933615761116,0.40676417116885344,0.2716019585946225
Tb10.v4.0066,0.9572256980478421,,9.29741571362633,,4.9046100514260615e-11,,6.40394207695229,8.0,0.024414142329774347,Tb10.v4.0066,"expression site-associated gene 3 (ESAG3, pseudogene), putative",1,none,0.9400975445677768,0.9067949170490646,0.8416307849209608,0.8041595035198222,0.6281734798615008,0.35778501402585383,0.2719499721487258,0.9181807723911258,0.90245235205179,0.8822680651598831,0.8274219338264606,0.6316692130872252,0.4129217418546366,0.2457508337572777,0.8944070281902031,0.9096499061130816,0.8798670910604126,0.7838732587223634,0.6440300538624123,0.3827777091548293,0.2220282069546073
Tb10.v4.0071,,,,,,,,none,,Tb10.v4.0071;Tb11.v5.0462;Tb927.11.18720;Tb11.1040,"variant surface glycoprotein (VSG, pseudogene), putative /product;Variant Surface Glycoprotein, putative;variant surface protein (VSG), putative;variant surface glycoprotein (VSG), putative",0,none,,,,0.5418504881681285,0.3863530194252626,,,,,,0.6512863686773713,,,0.3120972211819341,,,,,0.43402643263313695,,
Tb10.v4.0109,1.090030516510604,,8.045140782944442,,4.547171528201943e-10,,5.535931242322571,5.0,0.03278921757261356,Tb10.v4.0109,"variant surface glycoprotein (VSG, pseudogene), putative",1,none,1.0418855020224842,1.021971030013202,0.9902593260825372,0.8999285185509486,0.6646484659557014,0.3794910115635021,0.1940647368597592,1.0392338490561237,1.01895914924968,0.9933853358668524,0.8955317157640851,0.6697617028190754,0.3823056504918374,0.2126534172431918,1.0376731749944568,1.0231171863001076,0.9943580910067557,0.8978845881421609,0.6681177825416793,0.37564443242695145,0.2087167544589225
Tb10.v4.0217,3.432809592140984e-13,0.024503909451831573,4.32284062813769,1599176635.5435839,0.7355274931716467,7.488289742866898,,none,0.1785134055466834,Tb10.v4.0217,hypothetical protein,0,none,0.7231198577623917,0.4677743703124851,0.8368166909405231,0.28479758851371,0.7397255847725741,0.5472726149537714,,0.8586736090053179,0.6781573000352525,0.3614829418629684,0.3377345623351034,0.7328127674893005,,,,0.9659235153537868,0.837813470817635,0.4142717105756962,0.7371681767474763,,
Tb10.v4.0219,,,,,,,,none,,Tb10.v4.0219,"retrotransposon hot spot protein (RHS, pseudogene), putative",0,none,,,,,0.5838801779898161,,0.29027930280149605,,,,0.8024720669508922,0.6293141537017652,0.30858867924528305,,,,,,,0.2938404687500001,0.16688305595534386
Tb927.10.6900,0.8813842087840401,,5.5695459752965375,,6.358824578001078e-11,,3.819979678258471,2.0,0.03027220175097113,Tb927.10.6900;Tb10.v4.0246,base J-associated glucosyltransferase;hypothetical protein,1,GO:0005634|nucleus; GO:0046527|glucosyltransferase activity; GO:0006304|DNA modification,,0.7992968647719169,0.6404947013487476,0.6366320820541447,0.44630619870668337,0.16225289766705034,,,0.8022096405761969,0.8049789216469891,0.6201616952470107,0.3915862470862471,0.1939843839648764,,0.9007835051546392,0.8120675087962163,0.5814387250084868,0.6138526623895989,0.3798369273019128,0.22626537459142684,
Tb927.10.6950,0.4211900341114376,0.3100650005050754,1.5042028373087102,1.4057626782292143,0.25934594413812784,0.05779652371119096,2.3848608710912718,1.0,0.061518941885156164,Tb927.10.6950;Tb927.10.6910;Tb11.v5.0496;Tb10.v4.0247,"sterol 24-c-methyltransferase, putative;Sterol methyltransferase, putative;sterol 24-c-methyltransferase, putative;s-adenosyl-L-methionine-c-24-delta-sterol-methyl transferase a, putative",1,GO:0006694|steroid biosynthetic process; GO:0008168|methyltransferase activity; GO:0008152|metabolic process; GO:0005783|endoplasmic reticulum; GO:0005737|cytoplasm,,,0.5080903968421371,0.4867896286035842,0.2764862414008755,0.30269336161937604,,0.7097640910508264,,,0.5801911558837253,0.2910839490747722,0.24623575272727274,,,,0.3919304688150553,0.403989171763928,0.29352863858132644,,
Tb927.10.6920,0.9300417556714796,0.02769365663766829,7.200757303172742,0.8729189203211418,0.05353407597233395,0.0399999581251501,5.374072089991568,5.0,0.019796098107619474,Tb927.10.6920;Tb10.v4.0248,hypothetical protein;hypothetical protein,1,GO:0005509|calcium ion binding; GO:0005737|cytoplasm,0.990570304055749,0.8615298441612254,0.8536654896966891,0.7677609605557429,0.5999029976198799,0.3486061523422103,0.23873086953756126,0.9176449555404704,0.9457540063794628,0.8597550308934993,0.7912176137555043,0.5834695067999346,0.33855020534676483,0.23021223155661324,0.9084669287301316,0.9594594381934064,0.8315101113383322,0.7757277240523349,0.5706248779188493,0.35977985821376474,0.2283761889374377
Tb927.10.6930,,,,,,,,none,,Tb927.10.6930;Tb10.v4.0249,"Cullin family/Cullin protein neddylation domain containing protein, putative;Cullin family/Cullin protein neddylation domain containing protein, putative",0,GO:0031981|nuclear lumen; GO:0097014|ciliary plasm; GO:0005739|mitochondrion; GO:0005737|cytoplasm,,,,,,,,,,,,,,,,,,,,,
Tb11.01.2730,0.8832380945523226,0.028573386989986675,6.1656884132098035,0.6679512029431485,0.0680913871063118,0.03541903690817953,4.723155291136926,3.0,0.027892767198055498,Tb11.01.2730,"hypothetical protein, conserved",1,none,0.9080419597010628,0.9416828905052772,0.8198072733661279,0.6883721035507144,0.5226256604488211,0.3264659531710053,0.22327095342026226,0.9482460629052892,0.8901915227629513,0.8088374602188931,0.6888939873968598,0.5331828774684166,0.32028011423908603,0.17949914146083745,0.8058220712156708,0.8864488210051892,0.8739258372452036,0.7662047090273493,0.5213260831972332,0.3454459976571652,0.19649003787255065
Tb11.02.5070b,0.8726522035953113,0.3491291977947124,4.270153741592855,2.8447944569965564,0.06276758644918523,0.3552910164533096,3.2336912244690903,1.0,0.03325678931805938,Tb11.02.5070b;Tb927.11.7212,"hypothetical protein, conserved;NADH-ubiquinone oxidoreductase complex I subunit, putative",1,none,0.8964552587953584,0.6928535155808007,0.6597410651442872,0.8592827370428708,0.3587574726648417,,,,0.7340382494540102,,0.6145744126161572,0.44791275347327497,,,0.9855210458576638,0.9331640806291784,0.8503641877307836,0.5108808308711612,,,
Tb927.11.7213,0.9528735978359092,0.041235682448790834,7.190527144845571,0.5330652204212853,0.03473037774442478,0.04449997337590053,5.20836302757505,4.0,0.02453626347214669,Tb927.11.7213;Tb11.02.5080b,"Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)/Endoplasmic reticulum vesicle transporter, putative;Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)/Endoplasmic reticulum vesicle transporter, putative",1,none,0.8163378775058239,0.8936960406880232,0.8626445513135081,0.7242618025200929,0.5817846815862824,0.2824414662885704,0.21225845051128836,0.9739170438395104,0.9212416282715052,0.8826857933202833,0.7757821220463089,0.581165603778686,0.32611552400860194,0.2354553645146805,1.0164587651529429,0.9136910423971948,0.8739250232613981,0.7493850588180156,0.5802084744591139,0.33424455997155106,0.20714174456870893
Tb11.02.5090b,,,,,,,,none,,Tb11.02.5090b;Tb11.02.5090,"proliferator-activated receptor-interacting protein (PRIP) interacting protein (PIMT), putative, pseudogene;proliferator-activated receptor-interacting protein (PRIP) interacting protein (PIMT), putative, pseudogene",0,GO:0005634|nucleus; GO:0001510|RNA methylation; GO:0009452|7-methylguanosine RNA capping; GO:0008168|methyltransferase activity,,0.8497133394664214,,0.6840306076332072,0.5984798795052413,0.35307548508109643,0.272332361924791,,,0.8005832835598028,0.7120349113338473,0.6565547275718573,0.3157364723632306,0.28929692458105355,,,,0.7307019054844037,0.5724797292431771,0.3865183556532748,
Tb927.11.7214,,,,,,,,none,,Tb927.11.7214;Tb11.02.5100b,"hypothetical protein, conserved;hypothetical protein, conserved",0,GO:0005739|mitochondrion,,,0.6900046524025298,0.4377275606349706,,,,,0.7180359721108164,,,,,,,,,0.4072389442728467,,,
Tb927.11.7218,,,,,,,,none,,Tb927.11.7218;Tb11.02.5120b,"mitochondrial edited mRNA stability factor 1 subunit;mitochondrial edited mRNA stability factor 1 subunit, putative",0,GO:0048255|mRNA stabilization; GO:0003723|RNA binding; GO:0020023|kinetoplast; GO:0000963|mitochondrial RNA processing; GO:0005739|mitochondrion; GO:0005737|cytoplasm; GO:0043631|RNA polyadenylation,,,,,0.3299262111730895,,,,,,0.5760932143979499,,,,,,0.2851024970860295,0.5023102031231655,,,
Tb11.02.5360b,,,,,,,,none,,Tb11.02.5360b;Tb11.02.5360,"hypothetical protein, conserved;hypothetical protein, conserved",0,none,,0.8642415849545465,,,,0.5029321733078127,,,,,0.7606619986586184,,,,,,,,,,
Tb11.02.5380b,0.9500819683063476,,9.430073655186456,,1.6276757719424495e-11,,6.495893554810748,8.0,0.019111273644871498,Tb11.02.5380b;Tb11.02.5380,"exosome complex exonuclease RRP44p homologue, putative;exosome complex exonuclease RRP44p homologue",1,GO:0005634|nucleus; GO:0000178|exosome (RNase complex); GO:0005085|guanyl-nucleotide exchange factor activity; GO:0004540|ribonuclease activity; GO:0005739|mitochondrion; GO:0006364|rRNA processing,,0.901026828856744,0.7960421867440736,0.7779371764474811,0.6122105304395519,0.40333793879026425,0.24248496461988575,0.9172475325335736,0.8641252722319293,0.8566456022237524,0.7684662449722117,0.609478482370291,0.4109649267743146,0.2271338745487517,0.9413489658170228,0.9059860866142329,0.8060998757130565,0.7772698385060725,0.6403384621722383,0.364024983646684,0.25776699098075423
Tb11.02.5390b,0.9666636385183712,,10.48656148755882,,3.558090266864156e-09,,7.228195155338612,none,0.11574473364024372,Tb11.02.5390b;Tb11.02.5390,"mRNA processing protein, putative;mRNA processing protein, putative",0,GO:0000963|mitochondrial RNA processing; GO:0005739|mitochondrion; GO:0003729|mRNA binding,0.3850208211042436,0.8443055901860071,0.8292460712391465,0.8070495441569205,0.6073071069852383,0.3921745410530563,0.2787465130442596,0.9704163514851872,,0.8625677122783191,0.8059437546428951,0.634385830213421,0.409194648909926,0.2184873835155951,,0.8697926406057304,0.8722181282240237,0.8004617579617834,0.662435761281178,0.43310355995507616,0.2820090251986742
Tb11.02.5400b,0.4102821382966917,0.07657383981909524,3.627471291149477,2.6287494405963394,0.27600189514529383,0.078741839293372,6.460099591359011,8.0,0.050482085523023336,Tb11.02.5400b;Tb11.02.5400,"cystathionine beta-synthase, putative;cystathionine beta-synthase, putative",1,GO:0004122|cystathionine beta-synthase activity; GO:0019344|cysteine biosynthetic process,,0.22957314117517105,0.22890301038771435,0.5499969393332119,,0.3350394484871697,0.2288209668530748,,0.8984240301349681,0.5788137931034483,0.4641440698520495,0.3422912746585736,0.3599757815183786,,,0.7248549492401178,0.6285009248778334,0.5823273395013773,0.44849919842150704,0.27494332372718544,
Tb11.02.5410b,0.7760006724834398,0.06633225476419613,6.480613842653222,1.6003086798020658,0.18547664187616109,0.07426703442123869,6.205645004286883,7.0,0.02332330235021894,Tb11.02.5410b;Tb11.02.5410,"ubiquitin activating enzyme, putative;ubiquitin activating enzyme (E1) subunit Aos1, putative",1,GO:0008641|ubiquitin-like modifier activating enzyme activity; GO:0003824|catalytic activity,,0.8563561085817958,,0.8311241061034427,0.6652739799378861,0.3894195932003538,0.27158680250719697,,0.9217557528204312,,0.7374206880356934,0.6828409354562115,0.39560073153497655,0.29988945114830673,,,,0.7235653127732296,0.6076879792258777,0.4178380905406275,0.3256196303485526
Tb11.02.5420b,0.9785359354343072,,9.356778294078127,,3.785199043093712e-09,,6.44508911771776,8.0,0.03037703815737948,Tb11.02.5420b;Tb11.02.5420,"NADPH-cytochrome p450 reductase, putative;NADPH-cytochrome p450 reductase, putative",1,GO:0010181|FMN binding; GO:0016021|integral component of membrane; GO:0055114|oxidation-reduction process; GO:0016491|oxidoreductase activity,0.9458524244402128,0.9563646022265899,0.8359684031596841,0.8042966843620213,0.6670115403338966,0.4097998261407671,0.2779002590970582,0.9085671588772456,0.8716858820686006,0.8844149483621394,0.8284246714308259,0.6493635888083019,0.4271407981625036,0.2559079631004135,0.91066346277308,0.8995628921659473,0.8427030819884493,0.8414041911270245,0.6662864220941079,0.4175794194804096,0.23980703403690876
Tb11.02.5430b,0.9837964926048156,,9.166671155170397,,3.905162859751954e-10,,6.313316858027102,8.0,0.019718534207280914,Tb11.02.5430b;Tb11.02.5430,"hypothetical protein, conserved;hypothetical protein, conserved",1,none,,,,0.8430781628449193,0.625918029176056,0.3957275162648297,0.3475151744948417,,,0.9477126598998541,0.7474052722673413,0.6921985053448113,0.3011219908639969,0.16660128829448334,,0.7550150426671959,,0.7437933395056534,0.6250579366456513,0.4494597096236744,0.40541838351822507
Tb927.6.4980,1.0805210430823275,0.10095660452723504,7.828701834647866,1.6648920564310414,1.141753358524511e-12,0.0009596262331488974,5.385907192223936,5.0,0.025977315175752618,Tb927.6.4980;Tb927.11.7705;Tb11.0390;Tb11.0290,"40S ribosomal protein S14;ribosomal protein S11, putative;chrXI additional, unordered contigs;chrXI additional, unordered contigs",1,GO:0006412|translation; GO:0015935|small ribosomal subunit; GO:0005840|ribosome; GO:0003735|structural constituent of ribosome; GO:0005730|nucleolus; GO:0005737|cytoplasm,1.045390280323725,1.028957707530655,0.9889319994007292,0.8702671202787059,0.6503159212880143,0.37055814533216996,0.2475124431843751,1.0361891690970435,1.0232833018133274,0.9781389229959656,0.8794668087734809,0.6582405449934282,0.3648468958483832,0.23761030010413706,1.0398748050305993,1.030618283953973,0.9925966689017858,0.8679787637765085,0.6440140839303993,0.3730283968882738,0.2327890290729567
Tb927.11.7690,,,,,,,,none,,Tb927.11.7690;Tb11.0320,hypothetical protein;hypothetical protein,0,GO:0005739|mitochondrion; GO:0005737|cytoplasm,,,,,,,,,,,,,,,,,,,,,
Tb927.11.7670,0.8436757060914449,0.03283439853613178,7.033815327159102,0.7908688813478354,0.04260303361862827,0.03843678704836455,5.1963714138936865,4.0,0.034969512672259964,Tb927.11.7670;Tb11.0330,"Cornifin (SPRR) family, putative;Cornifin (SPRR) family, putative",1,GO:0035869|ciliary transition zone,,,0.7679476474244141,0.6516829040541593,0.5384205659660957,0.3349306774108521,,,0.8444056026765824,0.8355021979302383,0.7024942730200139,0.4491882455897933,0.31210524036379383,0.2040286283747056,,0.8111588039089473,0.9660197896699996,0.6706938912021939,0.5009077638307764,0.3049089808105908,0.18559448539616935
Tb927.11.7660,,,,,,,,none,,Tb927.11.7660;Tb11.0340,hypothetical protein;hypothetical protein,0,none,,,,,,,0.6187376168396261,,,,,,0.3786227243076559,0.38402506179226303,,,,,0.675153527156478,0.34850565873476497,
Tb927.11.7650,1.0561953222706792,0.09225716198530133,9.174824055833252,1.6280272698190053,2.485376349170565e-10,0.008783845487182609,6.31896801666467,8.0,0.05327969776311839,Tb927.11.7650;Tb11.0350,hypothetical protein;hypothetical protein,1,none,0.7446221760581667,0.9536954126762818,0.9220801600957582,0.8540653997144897,0.6593926173304437,0.481595436324391,0.2711422921098485,0.9818445846195144,0.9896616705227509,0.942036916987956,0.861473077394824,0.6883203755923997,0.4039563022481942,0.3026685411964927,1.0242502078788738,1.0132562220804084,0.9481842706854896,0.8485302460079522,0.6689445583684427,0.4313140160453045,0.2622687673772012
Tb927.11.7640,0.9682231448999384,0.3685272501763155,7.74283614818965,5.789330607219645,6.902316496137927e-10,0.05965893935349766,5.326389639218428,4.0,0.03346656685304821,Tb927.11.7640;Tb11.0360,"Gp63-1 surface protease homolog, putative;chrXI additional, unordered contigs",1,GO:0007155|cell adhesion; GO:0004222|metalloendopeptidase activity; GO:0006508|proteolysis; GO:0016020|membrane,0.9347815456492116,0.9212206051612224,0.7698386809269162,0.7882640559440559,0.6076269952087612,0.3344071164172117,,,0.8084333169952725,0.8487552792745836,0.7886648254299115,0.5813931063875127,0.3095834547537876,,,0.8777474386118614,,0.7200399662731872,0.6234769248475085,0.2791207920792079,
Tb927.10.1130,0.9891004922400116,0.10227211486168747,9.67061024988478,2.5137249865486746,3.61932706027801e-13,0.0009699410283761986,6.662620817090345,none,0.10179325829507438,Tb927.10.1130;Tb11.0520,"dynein arm light chain, axonemal, putative;dynein light chain, putative",0,GO:0005858|axonemal dynein complex; GO:0003777|microtubule motor activity,0.6433647548585207,0.9199544677139848,0.8634723608329594,0.7759114019406123,0.6564710537212263,0.4248024356343901,0.3072541366801808,0.8709041986455983,0.8521056312022188,0.8448487292702429,0.8328890332515279,0.6517232423161151,0.4221225178981495,0.2522356493587349,0.6586289968124494,0.9438150764964796,0.8940741570851171,0.8333489736070381,0.6585847879663466,0.4803290529060808,0.27659956738332464
